,url,index,course_id,review_platform,title,provider,school,published_time,effort_hours(perWeek).,level,price,enrollment_type,course_length,subject,area,value_lead,value_lead.log,value_lead.norm,between,bet_rank,trans,trans_rank,mix_rank,mix_rank.norm,title
818,https://www.class-central.com/mooc/513/coursera-archaeology-s-dirty-little-secrets,6153,classCentral-2822,classCentral,Archaeology's Dirty Little Secrets,Coursera,Brown University,NA,5,NA,NA,NA,NA,History,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000480261,713,0.530375285,670,1383,0.747294372,Archaeology's Dirty Little Secrets
404,https://www.class-central.com/mooc/307/coursera-natural-language-processing,6071,classCentral-2740,classCentral,Natural Language Processing,Coursera,Columbia University,NA,9,NA,NA,NA,10,Computer Science,Computer Science,5.0000001,1.791759486,0.000756301,0.000479633,712,0.589815845,623,1335,0.721320346,Natural Language Processing
724,https://www.class-central.com/mooc/4362/coursera-java-programming-arrays-lists-and-structured-data,5578,classCentral-2247,classCentral,"Java Programming: Arrays, Lists, and Structured Data",Coursera,Duke University,3,6,Introductory,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,15.0000001,2.772588728,0.002268703,0.000477474,711,0.538533794,657,1368,0.739177489,"Java Programming: Arrays, Lists, and Structured Data"
703,https://www.class-central.com/mooc/4325/coursera-interfacing-with-the-arduino,5183,classCentral-1852,classCentral,Interfacing with the Arduino,Coursera,"University of California, Irvine",4,2.5,NA,49,FREE audit/Pay for certificate,4,Electrical Engineering,Physical Science and Engineering,8.0000001,2.197224588,0.001210021,0.000473222,710,0.67528593,552,1262,0.681818182,Interfacing with the Arduino
645,https://www.class-central.com/mooc/4219/coursera-machine-learning-classification,5370,classCentral-2039,classCentral,Machine Learning: Classification,Coursera,University of Washington,3,6.5,NA,49,FREE audit/Pay for certificate,7,Machine Learning,Data Science,19.0000001,2.995732279,0.002873663,0.00046727,709,0.643843299,578,1287,0.69534632,Machine Learning: Classification
213,https://www.class-central.com/mooc/2075/coursera-energy-101-the-big-picture,5078,classCentral-1747,classCentral,Energy 101: The Big Picture,Coursera,Georgia Institute of Technology,2,6,NA,49,FREE audit/Pay for certificate,6,Environmental Science and Sustainability,Physical Science and Engineering,10.0000001,2.397895282,0.001512502,0.000450964,708,0.428643684,748,1456,0.786796537,Energy 101: The Big Picture
670,https://www.class-central.com/mooc/4264/coursera-people-analytics,5383,classCentral-2052,classCentral,People Analytics,Coursera,University of Pennsylvania,3,1.5,NA,79,FREE audit/Pay for certificate,4,Leadership and Management,Business,5.0000001,1.791759486,0.000756301,0.000448653,707,0.516738922,685,1392,0.752164502,People Analytics
862,https://www.class-central.com/mooc/548/edx-computer-graphics,3519,classCentral-188,classCentral,Computer Graphics,edX,"University of California, Berkeley",0,12,Intermediate,99,FREE audit/Pay for certificate,6,Computer Science,Computer Science,1.00E-07,1.00E-07,1.00E-07,0.000440719,706,0.607215112,607,1313,0.709415584,Computer Graphics
59,https://www.class-central.com/mooc/1351/coursera-introduction-to-chemistry,6141,classCentral-2810,classCentral,Introduction to Chemistry,Coursera,Duke University,1,7,NA,NA,NA,NA,Chemistry,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0.0004346,705,0.533405589,668,1373,0.741883117,Introduction to Chemistry
362,https://www.class-central.com/mooc/2909/edx-frankenstein-or-the-modern-prometheus-by-shelley-berkeleyx-book-club,4591,classCentral-1260,classCentral,"""Frankenstein; Or, The Modern Prometheus"" by Shelley: BerkeleyX Book Club",edX,"University of California, Berkeley",2,3,Introductory,0,FREE audit,4,Humanities,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,0.000433808,704,0.908723193,429,1133,0.612012987,"""Frankenstein; Or, The Modern Prometheus"" by Shelley: BerkeleyX Book Club"
406,https://www.class-central.com/mooc/3077/coursera-programming-mobile-services-for-android-handheld-systems-concurrency,6441,classCentral-3110,classCentral,Programming Mobile Services for Android Handheld Systems: Concurrency,Coursera,Vanderbilt University,2,10,NA,NA,NA,NA,Mobile and Web Development,Computer Science,5.0000001,1.791759486,0.000756301,0.000424269,701,0.957573535,416,1117,0.603354978,Programming Mobile Services for Android Handheld Systems: Concurrency
407,https://www.class-central.com/mooc/3078/coursera-programming-mobile-services-for-android-handheld-systems-communication,6456,classCentral-3125,classCentral,Programming Mobile Services for Android Handheld Systems: Communication,Coursera,Vanderbilt University,2,10,NA,NA,NA,NA,Mobile and Web Development,Computer Science,5.0000001,1.791759486,0.000756301,0.000424269,701,0.957573535,416,1117,0.603354978,Programming Mobile Services for Android Handheld Systems: Communication
408,https://www.class-central.com/mooc/3079/coursera-programming-cloud-services-for-android-handheld-systems-spring,6473,classCentral-3142,classCentral,Programming Cloud Services for Android Handheld Systems: Spring,Coursera,Vanderbilt University,2,10,NA,NA,NA,NA,Mobile and Web Development,Computer Science,4.0000001,1.609437932,0.000605061,0.000424269,701,0.957573535,416,1117,0.603354978,Programming Cloud Services for Android Handheld Systems: Spring
571,https://www.class-central.com/mooc/3899/edx-nonlinear-differential-equations-order-and-chaos,3807,classCentral-476,classCentral,Nonlinear Differential Equations: Order and Chaos,edX,Boston University,3,9,Intermediate,49,FREE audit/Pay for certificate,5,Math,Math and Logic,15.0000001,2.772588728,0.002268703,0.000423204,700,0.410328665,762,1462,0.79004329,Nonlinear Differential Equations: Order and Chaos
655,https://www.class-central.com/mooc/4238/coursera-machine-learning-with-big-data,5375,classCentral-2044,classCentral,Machine Learning With Big Data,Coursera,"University of California, San Diego",3,4,NA,49,FREE audit/Pay for certificate,5,Machine Learning,Data Science,11.0000001,2.484906658,0.001663742,0.000419614,699,0.895264563,442,1141,0.616341991,Machine Learning With Big Data
627,https://www.class-central.com/mooc/4187/coursera-software-processes-and-agile-practices,5376,classCentral-2045,classCentral,Software Processes and Agile Practices,Coursera,University of Alberta,3,NA,NA,49,FREE audit/Pay for certificate,4,Design and Product,Computer Science,1.00E-07,1.00E-07,1.00E-07,0.000413626,698,0.600601356,611,1309,0.707251082,Software Processes and Agile Practices
729,https://www.class-central.com/mooc/4371/coursera-foundations-of-strategic-business-analytics,5269,classCentral-1938,classCentral,Foundations of strategic business analytics,Coursera,ESSEC Business School,3,2.5,NA,49,FREE audit/Pay for certificate,4,Business Essentials,Business,2.0000001,1.098612322,0.00030258,0.000412415,697,0.658998235,567,1264,0.682900433,Foundations of strategic business analytics
350,https://www.class-central.com/mooc/2849/edx-a-christmas-carol-by-dickens-berkeleyx-book-club,4581,classCentral-1250,classCentral,"""A Christmas Carol"" by Dickens: BerkeleyX Book Club",edX,"University of California, Berkeley",2,3,Introductory,NA,FREE audit/Pay for certificate,4,Humanities,Arts and Humanities,10.0000001,2.397895282,0.001512502,0.000411586,696,0.908723193,429,1125,0.607683983,"""A Christmas Carol"" by Dickens: BerkeleyX Book Club"
185,https://www.class-central.com/mooc/1927/edx-becoming-a-resilient-person-the-science-of-stress-management,3800,classCentral-469,classCentral,Becoming a Resilient Person - The Science of Stress Management,edX,University of Washington,1,2.5,Introductory,0,FREE audit,8,Communication,Personal Development,17.0000001,2.890371763,0.002571183,0.000409013,695,0.836631395,459,1154,0.623376623,Becoming a Resilient Person - The Science of Stress Management
672,https://www.class-central.com/mooc/4269/coursera-hadoop-platform-and-application-framework,5794,classCentral-2463,classCentral,Hadoop Platform and Application Framework,Coursera,"University of California, San Diego",3,NA,NA,79,FREE audit/Pay for certificate,5,Data Analysis,Data Science,13.0000001,2.639057337,0.001966222,0.000403006,694,0.821044122,468,1162,0.627705628,Hadoop Platform and Application Framework
370,https://www.class-central.com/mooc/2942/coursera-cloud-computing-concepts-part-2,5864,classCentral-2533,classCentral,Cloud Computing Concepts: Part 2,Coursera,University of Illinois at Urbana-Champaign,2,6,NA,79,FREE audit/Pay for certificate,5,Algorithms,Computer Science,4.0000001,1.609437932,0.000605061,0.000397285,693,0.957061503,419,1112,0.600649351,Cloud Computing Concepts: Part 2
73,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering,5851,classCentral-2520,classCentral,Introduction to Systems Engineering,Coursera,University of New South Wales,1,4.5,NA,49,FREE audit/Pay for certificate,9,Electrical Engineering,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0.000396561,692,0.600072255,612,1304,0.704545455,Introduction to Systems Engineering
304,https://www.class-central.com/mooc/2717/coursera-cloud-computing-concepts-part-1,5246,classCentral-1915,classCentral,"Cloud Computing Concepts, Part 1",Coursera,University of Illinois at Urbana-Champaign,2,6,Introductory,79,FREE audit/Pay for certificate,5,Algorithms,Computer Science,9.0000001,2.302585103,0.001361262,0.000391932,691,0.917860717,427,1118,0.603896104,"Cloud Computing Concepts, Part 1"
20,https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics,5617,classCentral-2286,classCentral,Applications in Engineering Mechanics,Coursera,Georgia Institute of Technology,1,6,NA,49,FREE audit/Pay for certificate,5,Mechanical Engineering,Physical Science and Engineering,138.0000001,4.934473934,0.020871243,0.000386877,686,1.000072255,1,687,0.370670996,Applications in Engineering Mechanics
209,https://www.class-central.com/mooc/2064/coursera-advanced-engineering-systems-in-motion-dynamics-of-three-dimensional-3d-motion,5621,classCentral-2290,classCentral,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Coursera,Georgia Institute of Technology,2,6,NA,49,FREE audit/Pay for certificate,6,Mechanical Engineering,Physical Science and Engineering,58.0000001,4.077537446,0.00877203,0.000386877,686,1.000072255,1,687,0.370670996,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion
593,https://www.class-central.com/mooc/4010/edx-mechanical-behavior-of-materials-part-3-time-dependent-behavior-and-failure,3780,classCentral-449,classCentral,"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure",edX,Massachusetts Institute of Technology,3,12,Intermediate,49,FREE audit/Pay for certificate,6,Engineering,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,0.000386877,686,1.000072255,1,687,0.370670996,"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure"
594,https://www.class-central.com/mooc/4011/edx-mechanical-behavior-of-materials-part-2-stress-transformations-beams-columns-and-cellular-solids,3858,classCentral-527,classCentral,"Mechanical Behavior of Materials, Part 2: Stress Transformations, Beams, Columns, and Cellular Solids",edX,Massachusetts Institute of Technology,3,12,Intermediate,49,FREE audit/Pay for certificate,4,Engineering,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0.000386877,686,1.000072255,1,687,0.370670996,"Mechanical Behavior of Materials, Part 2: Stress Transformations, Beams, Columns, and Cellular Solids"
595,https://www.class-central.com/mooc/4012/edx-mechanical-behavior-of-materials-part-1-linear-elastic-behavior,3897,classCentral-566,classCentral,"Mechanical Behavior of Materials, Part 1: Linear Elastic Behavior",edX,Massachusetts Institute of Technology,3,12,Intermediate,49,FREE audit/Pay for certificate,5,Engineering,Physical Science and Engineering,4.0000001,1.609437932,0.000605061,0.000386877,686,1.000072255,1,687,0.370670996,"Mechanical Behavior of Materials, Part 1: Linear Elastic Behavior"
570,https://www.class-central.com/mooc/3890/coursera-photography-a-victorian-sensation,6364,classCentral-3033,classCentral,Photography: A Victorian Sensation,Coursera,University of Edinburgh,3,2,NA,NA,NA,NA,Music and Art,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,0.000383363,685,0.961416793,414,1099,0.593614719,Photography: A Victorian Sensation
692,https://www.class-central.com/mooc/4305/coursera-java-programming-solving-problems-with-software,5576,classCentral-2245,classCentral,Java Programming: Solving Problems with Software,Coursera,Duke University,3,6,Introductory,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,27.0000001,3.332204514,0.004083585,0.000380276,683,0.590548446,621,1304,0.704545455,Java Programming: Solving Problems with Software
702,https://www.class-central.com/mooc/4323/coursera-java-programming-principles-of-software-design,5476,classCentral-2145,classCentral,Java Programming: Principles of Software Design,Coursera,Duke University,3,6,Introductory,49,FREE audit/Pay for certificate,4,Software Development,Computer Science,10.0000001,2.397895282,0.001512502,0.000380276,683,0.590548446,621,1304,0.704545455,Java Programming: Principles of Software Design
395,https://www.class-central.com/mooc/3031/edx-astrophysics-cosmology,3704,classCentral-373,classCentral,Astrophysics: Cosmology,edX,Australian National University,2,3,Intermediate,50,FREE audit/Pay for certificate,10,Physics,Physical Science and Engineering,25.0000001,3.258096542,0.003781104,0.000378367,682,0.83406435,460,1142,0.616883117,Astrophysics: Cosmology
932,https://www.class-central.com/mooc/676/coursera-maps-and-the-geospatial-revolution,5236,classCentral-1905,classCentral,Maps and the Geospatial Revolution,Coursera,Pennsylvania State University,1,7.5,Introductory,49,FREE audit/Pay for certificate,5,Data Analysis,Data Science,4.0000001,1.609437932,0.000605061,0.000365933,681,0.428643684,748,1429,0.772186147,Maps and the Geospatial Revolution
397,https://www.class-central.com/mooc/3042/edx-introduction-to-aerospace-engineering-astronautics-and-human-spaceflight,3705,classCentral-374,classCentral,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,edX,Massachusetts Institute of Technology,2,3,Introductory,49,FREE audit/Pay for certificate,8,Engineering,Physical Science and Engineering,20.0000001,3.044522442,0.003024903,0.000360994,680,0.627523236,597,1277,0.689935065,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight
245,https://www.class-central.com/mooc/2353/coursera-chinese-for-beginners,4635,classCentral-1304,classCentral,Chinese for Beginners,Coursera,Peking University,2,1.5,NA,49,FREE audit/Pay for certificate,7,Other Languages,Language Learning,18.0000001,2.944438984,0.002722423,0.00034832,679,0.84093247,457,1136,0.613636364,Chinese for Beginners
98,https://www.class-central.com/mooc/1496/edx-introduction-to-probability-the-science-of-uncertainty,3429,classCentral-98,classCentral,Introduction to Probability - The Science of Uncertainty,edX,Massachusetts Institute of Technology,1,12,Introductory,99,FREE audit/Pay for certificate,18,Data Analysis & Statistics,Data Science,43.0000001,3.784189636,0.006503427,0.000343744,677,0.79494405,481,1158,0.625541126,Introduction to Probability - The Science of Uncertainty
342,https://www.class-central.com/mooc/2806/edx-applications-of-linear-algebra-part-2,3890,classCentral-559,classCentral,Applications of Linear Algebra Part 2,edX,Davidson College,2,4,Intermediate,25,FREE audit/Pay for certificate,4,Computer Science,Computer Science,1.00E-07,1.00E-07,1.00E-07,0.000343744,677,0.79494405,481,1158,0.625541126,Applications of Linear Algebra Part 2
